niter,enrichment,pcv,seqdepth,targetNreads,Filenames
13657,0.5,9,19999585,9999792,GCA_009851545.1.fna_post_extract.fna|GCA_018594255.1.fna_post_extract.fna|GCA_009849145.1.fna_post_extract.fna|GCA_009849855.1.fna_post_extract.fna|GCA_009852365.1.fna_post_extract.fna|GCA_009849105.1.fna_post_extract.fna|GCA_009848755.1.fna_post_extract.fna|GCA_009849015.1.fna_post_extract.fna|GCA_009849355.1.fna_post_extract.fna
13658,0.5,9,19996090,9998045,GCA_018593865.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna|GCA_009848935.1.fna_post_extract.fna|GCA_009849185.1.fna_post_extract.fna|GCA_009849555.1.fna_post_extract.fna|GCA_018593915.1.fna_post_extract.fna|GCA_009849235.1.fna_post_extract.fna|GCA_018594185.1.fna_post_extract.fna|GCA_029855825.1.fna_post_extract.fna
13659,0.5,9,19998221,9999110,GCA_016453585.1.fna_post_extract.fna|GCA_029855505.1.fna_post_extract.fna|GCA_009851895.1.fna_post_extract.fna|GCA_009849935.1.fna_post_extract.fna|GCA_009850205.1.fna_post_extract.fna|GCA_029855465.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna|GCA_009851965.1.fna_post_extract.fna|GCA_029855625.1.fna_post_extract.fna
13660,0.5,9,19996230,9998115,GCA_016453425.1.fna_post_extract.fna|GCA_009851905.1.fna_post_extract.fna|GCA_018593595.1.fna_post_extract.fna|GCA_009849555.1.fna_post_extract.fna|GCA_009852195.1.fna_post_extract.fna|GCA_009848775.1.fna_post_extract.fna|GCA_018594125.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna|GCA_009848665.1.fna_post_extract.fna
13661,0.5,9,20005058,10002529,GCA_018594255.1.fna_post_extract.fna|GCA_018593555.1.fna_post_extract.fna|GCA_009848815.1.fna_post_extract.fna|GCA_009849505.1.fna_post_extract.fna|GCA_029855665.1.fna_post_extract.fna|GCA_016453585.1.fna_post_extract.fna|GCA_018593415.1.fna_post_extract.fna|GCA_009848705.1.fna_post_extract.fna|GCA_018593915.1.fna_post_extract.fna
13662,0.5,9,20004938,10002469,GCA_009851565.1.fna_post_extract.fna|GCA_009850135.1.fna_post_extract.fna|GCA_009849145.1.fna_post_extract.fna|GCA_029855605.1.fna_post_extract.fna|GCA_009848775.1.fna_post_extract.fna|GCA_009849415.1.fna_post_extract.fna|GCA_009851965.1.fna_post_extract.fna|GCA_018593965.1.fna_post_extract.fna|GCA_009848805.1.fna_post_extract.fna
13663,0.5,9,19995210,9997605,GCA_018593915.1.fna_post_extract.fna|GCA_018594015.1.fna_post_extract.fna|GCA_009850185.1.fna_post_extract.fna|GCA_029855465.1.fna_post_extract.fna|GCA_009848855.1.fna_post_extract.fna|GCA_009849145.1.fna_post_extract.fna|GCA_018594125.1.fna_post_extract.fna|GCA_018593765.1.fna_post_extract.fna|GCA_009850065.1.fna_post_extract.fna
13664,0.5,9,19999563,9999782,GCA_018594255.1.fna_post_extract.fna|GCA_016453425.1.fna_post_extract.fna|GCA_018594125.1.fna_post_extract.fna|GCA_009849355.1.fna_post_extract.fna|GCA_009852025.1.fna_post_extract.fna|GCA_009852155.1.fna_post_extract.fna|GCA_009850185.1.fna_post_extract.fna|GCA_009852345.1.fna_post_extract.fna|GCA_029855345.1.fna_post_extract.fna
13665,0.5,9,20009769,10004884,GCA_009849965.1.fna_post_extract.fna|GCA_009850125.1.fna_post_extract.fna|GCA_020423455.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna|GCA_009849145.1.fna_post_extract.fna|GCA_009849355.1.fna_post_extract.fna|GCA_009848935.1.fna_post_extract.fna|GCA_009850065.1.fna_post_extract.fna|GCA_009851925.1.fna_post_extract.fna
13666,0.5,9,19998958,9999479,GCA_009850175.1.fna_post_extract.fna|GCA_009848855.1.fna_post_extract.fna|GCA_009850065.1.fna_post_extract.fna|GCA_018593735.1.fna_post_extract.fna|GCA_018594155.1.fna_post_extract.fna|GCA_009848925.1.fna_post_extract.fna|GCA_009848965.1.fna_post_extract.fna|GCA_029855665.1.fna_post_extract.fna|GCA_029855605.1.fna_post_extract.fna
13667,0.5,9,19996708,9998354,GCA_009851795.1.fna_post_extract.fna|GCA_009851905.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna|GCA_029855605.1.fna_post_extract.fna|GCA_018593555.1.fna_post_extract.fna|GCA_009848775.1.fna_post_extract.fna|GCA_018594175.1.fna_post_extract.fna|GCA_009849925.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna
13668,0.5,9,19996161,9998080,GCA_029855905.1.fna_post_extract.fna|GCA_029989465.1.fna_post_extract.fna|GCA_018593915.1.fna_post_extract.fna|GCA_009849965.1.fna_post_extract.fna|GCA_029855665.1.fna_post_extract.fna|GCA_018593895.1.fna_post_extract.fna|GCA_009849125.1.fna_post_extract.fna|GCA_020423455.1.fna_post_extract.fna|GCA_009850185.1.fna_post_extract.fna
13669,0.5,9,19999613,9999806,GCA_009848935.1.fna_post_extract.fna|GCA_009851925.1.fna_post_extract.fna|GCA_018594155.1.fna_post_extract.fna|GCA_009849145.1.fna_post_extract.fna|GCA_018594255.1.fna_post_extract.fna|GCA_009849055.1.fna_post_extract.fna|GCA_009848965.1.fna_post_extract.fna|GCA_029855845.1.fna_post_extract.fna|GCA_018593965.1.fna_post_extract.fna
13670,0.5,9,20001478,10000739,GCA_018594035.1.fna_post_extract.fna|GCA_009849965.1.fna_post_extract.fna|GCA_009852025.1.fna_post_extract.fna|GCA_009850135.1.fna_post_extract.fna|GCA_029855625.1.fna_post_extract.fna|GCA_009849205.1.fna_post_extract.fna|GCA_018593835.1.fna_post_extract.fna|GCA_009850085.1.fna_post_extract.fna|GCA_009850205.1.fna_post_extract.fna
13671,0.5,9,19994642,9997321,GCA_018593935.1.fna_post_extract.fna|GCA_018594255.1.fna_post_extract.fna|GCA_009852095.1.fna_post_extract.fna|GCA_029855685.1.fna_post_extract.fna|GCA_009848885.1.fna_post_extract.fna|GCA_009851735.1.fna_post_extract.fna|GCA_009851965.1.fna_post_extract.fna|GCA_009849495.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna
13672,0.5,9,20011832,10005916,GCA_018594015.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna|GCA_009849235.1.fna_post_extract.fna|GCA_009852335.1.fna_post_extract.fna|GCA_009852045.1.fna_post_extract.fna|GCA_009848825.1.fna_post_extract.fna|GCA_018594075.1.fna_post_extract.fna|GCA_029855505.1.fna_post_extract.fna|GCA_009849555.1.fna_post_extract.fna
13673,0.5,9,20001349,10000674,GCA_009849015.1.fna_post_extract.fna|GCA_009852235.1.fna_post_extract.fna|GCA_018593895.1.fna_post_extract.fna|GCA_018594035.1.fna_post_extract.fna|GCA_016453425.1.fna_post_extract.fna|GCA_009848705.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna|GCA_020423475.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna
13674,0.5,9,19991423,9995712,GCA_018594015.1.fna_post_extract.fna|GCA_009851785.1.fna_post_extract.fna|GCA_029855645.1.fna_post_extract.fna|GCA_016453425.1.fna_post_extract.fna|GCA_018594155.1.fna_post_extract.fna|GCA_009851905.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna|GCA_009851805.1.fna_post_extract.fna
13675,0.5,9,19999229,9999614,GCA_029855625.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna|GCA_016453425.1.fna_post_extract.fna|GCA_018593555.1.fna_post_extract.fna|GCA_009850185.1.fna_post_extract.fna|GCA_009851965.1.fna_post_extract.fna|GCA_009849985.1.fna_post_extract.fna|GCA_009848745.1.fna_post_extract.fna|GCA_018594035.1.fna_post_extract.fna
13676,0.5,9,20006295,10003148,GCA_029855825.1.fna_post_extract.fna|GCA_009852055.1.fna_post_extract.fna|GCA_009851905.1.fna_post_extract.fna|GCA_009851875.1.fna_post_extract.fna|GCA_009848745.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna|GCA_018594125.1.fna_post_extract.fna|GCA_020423645.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna
13677,0.5,9,20002203,10001102,GCA_009849055.1.fna_post_extract.fna|GCA_009849125.1.fna_post_extract.fna|GCA_009849185.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna|GCA_009850185.1.fna_post_extract.fna|GCA_009848965.1.fna_post_extract.fna|GCA_009848755.1.fna_post_extract.fna|GCA_029855825.1.fna_post_extract.fna|GCA_029855625.1.fna_post_extract.fna
13678,0.5,9,20004223,10002112,GCA_029989465.1.fna_post_extract.fna|GCA_018593415.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna|GCA_009848705.1.fna_post_extract.fna|GCA_029855905.1.fna_post_extract.fna|GCA_009851905.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna|GCA_009851995.1.fna_post_extract.fna|GCA_029855665.1.fna_post_extract.fna
13679,0.5,9,20003542,10001771,GCA_009850225.1.fna_post_extract.fna|GCA_016453425.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna|GCA_009849965.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna|GCA_009851965.1.fna_post_extract.fna|GCA_009849885.1.fna_post_extract.fna|GCA_009850145.1.fna_post_extract.fna|GCA_009849355.1.fna_post_extract.fna
13680,0.5,9,20005784,10002892,GCA_009849105.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna|GCA_009851795.1.fna_post_extract.fna|GCA_009852345.1.fna_post_extract.fna|GCA_018594175.1.fna_post_extract.fna|GCA_009850185.1.fna_post_extract.fna|GCA_018593895.1.fna_post_extract.fna|GCA_009849425.1.fna_post_extract.fna
13681,0.5,9,19991821,9995910,GCA_009849425.1.fna_post_extract.fna|GCA_009851795.1.fna_post_extract.fna|GCA_018594255.1.fna_post_extract.fna|GCA_009851995.1.fna_post_extract.fna|GCA_029855825.1.fna_post_extract.fna|GCA_009848665.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna|GCA_009851875.1.fna_post_extract.fna|GCA_009852305.1.fna_post_extract.fna
13682,0.5,9,19999751,9999876,GCA_009849005.1.fna_post_extract.fna|GCA_029855465.1.fna_post_extract.fna|GCA_016453425.1.fna_post_extract.fna|GCA_018594035.1.fna_post_extract.fna|GCA_018594185.1.fna_post_extract.fna|GCA_009852245.1.fna_post_extract.fna|GCA_009848855.1.fna_post_extract.fna|GCA_009848815.1.fna_post_extract.fna|GCA_009849125.1.fna_post_extract.fna
13683,0.5,9,19998661,9999330,GCA_009850005.1.fna_post_extract.fna|GCA_009852165.1.fna_post_extract.fna|GCA_009849195.1.fna_post_extract.fna|GCA_018593965.1.fna_post_extract.fna|GCA_009850255.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna|GCA_018594155.1.fna_post_extract.fna|GCA_016453585.1.fna_post_extract.fna|GCA_009851785.1.fna_post_extract.fna
13684,0.5,9,20001143,10000572,GCA_009849105.1.fna_post_extract.fna|GCA_018593895.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna|GCA_009850085.1.fna_post_extract.fna|GCA_009849235.1.fna_post_extract.fna|GCA_009851565.1.fna_post_extract.fna|GCA_018593675.1.fna_post_extract.fna|GCA_009851795.1.fna_post_extract.fna|GCA_018594035.1.fna_post_extract.fna
13685,0.5,9,20005039,10002520,GCA_009851565.1.fna_post_extract.fna|GCA_009849015.1.fna_post_extract.fna|GCA_018594185.1.fna_post_extract.fna|GCA_009852365.1.fna_post_extract.fna|GCA_009851925.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna|GCA_018594175.1.fna_post_extract.fna|GCA_009850135.1.fna_post_extract.fna|GCA_009851875.1.fna_post_extract.fna
13686,0.5,9,19995484,9997742,GCA_029855885.1.fna_post_extract.fna|GCA_009849955.1.fna_post_extract.fna|GCA_009849005.1.fna_post_extract.fna|GCA_018594035.1.fna_post_extract.fna|GCA_018593715.1.fna_post_extract.fna|GCA_020423475.1.fna_post_extract.fna|GCA_029855345.1.fna_post_extract.fna|GCA_009849455.1.fna_post_extract.fna|GCA_018594255.1.fna_post_extract.fna
13687,0.5,9,20008932,10004466,GCA_029855605.1.fna_post_extract.fna|GCA_009849245.1.fna_post_extract.fna|GCA_009849315.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna|GCA_009851735.1.fna_post_extract.fna|GCA_018593635.1.fna_post_extract.fna|GCA_018594125.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna|GCA_018594645.1.fna_post_extract.fna
13688,0.5,9,20001379,10000690,GCA_009851905.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna|GCA_009849855.1.fna_post_extract.fna|GCA_016452505.1.fna_post_extract.fna|GCA_009850125.1.fna_post_extract.fna|GCA_009849125.1.fna_post_extract.fna|GCA_009849055.1.fna_post_extract.fna|GCA_020423455.1.fna_post_extract.fna|GCA_018594035.1.fna_post_extract.fna
13689,0.5,9,19999068,9999534,GCA_018594025.1.fna_post_extract.fna|GCA_009848705.1.fna_post_extract.fna|GCA_018594185.1.fna_post_extract.fna|GCA_018593635.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna|GCA_009848935.1.fna_post_extract.fna|GCA_009848815.1.fna_post_extract.fna|GCA_009851605.1.fna_post_extract.fna|GCA_009849005.1.fna_post_extract.fna
13690,0.5,9,19994118,9997059,GCA_009849185.1.fna_post_extract.fna|GCA_009851785.1.fna_post_extract.fna|GCA_029855845.1.fna_post_extract.fna|GCA_018593635.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna|GCA_009850005.1.fna_post_extract.fna|GCA_016453585.1.fna_post_extract.fna|GCA_018593675.1.fna_post_extract.fna|GCA_009849925.1.fna_post_extract.fna
13691,0.5,9,19998524,9999262,GCA_009848995.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna|GCA_009849495.1.fna_post_extract.fna|GCA_018593715.1.fna_post_extract.fna|GCA_029855465.1.fna_post_extract.fna|GCA_018594125.1.fna_post_extract.fna|GCA_018593965.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna|GCA_018594095.1.fna_post_extract.fna
13692,0.5,9,20001450,10000725,GCA_009848855.1.fna_post_extract.fna|GCA_009852155.1.fna_post_extract.fna|GCA_009850185.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna|GCA_029855625.1.fna_post_extract.fna|GCA_018594035.1.fna_post_extract.fna|GCA_018594125.1.fna_post_extract.fna|GCA_009850125.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna
13693,0.5,9,20003269,10001634,GCA_009851735.1.fna_post_extract.fna|GCA_018593835.1.fna_post_extract.fna|GCA_009851875.1.fna_post_extract.fna|GCA_009852155.1.fna_post_extract.fna|GCA_009852095.1.fna_post_extract.fna|GCA_009850125.1.fna_post_extract.fna|GCA_018593855.1.fna_post_extract.fna|GCA_009848875.1.fna_post_extract.fna|GCA_009849095.1.fna_post_extract.fna
13694,0.5,9,20008091,10004046,GCA_020423455.1.fna_post_extract.fna|GCA_009848885.1.fna_post_extract.fna|GCA_020423645.1.fna_post_extract.fna|GCA_009849315.1.fna_post_extract.fna|GCA_009849545.1.fna_post_extract.fna|GCA_009851605.1.fna_post_extract.fna|GCA_009851845.1.fna_post_extract.fna|GCA_009852245.1.fna_post_extract.fna|GCA_018593895.1.fna_post_extract.fna
13695,0.5,9,20000584,10000292,GCA_009851715.1.fna_post_extract.fna|GCA_029855665.1.fna_post_extract.fna|GCA_009851795.1.fna_post_extract.fna|GCA_009848705.1.fna_post_extract.fna|GCA_009848855.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna|GCA_009851925.1.fna_post_extract.fna|GCA_018593675.1.fna_post_extract.fna|GCA_018593815.1.fna_post_extract.fna
13696,0.5,9,20012647,10006324,GCA_009852245.1.fna_post_extract.fna|GCA_009849005.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna|GCA_009849855.1.fna_post_extract.fna|GCA_009851905.1.fna_post_extract.fna|GCA_009849015.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna|GCA_009848935.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna
13697,0.5,9,19994961,9997480,GCA_016453585.1.fna_post_extract.fna|GCA_009852195.1.fna_post_extract.fna|GCA_018593415.1.fna_post_extract.fna|GCA_029855565.1.fna_post_extract.fna|GCA_009850135.1.fna_post_extract.fna|GCA_020423475.1.fna_post_extract.fna|GCA_009849925.1.fna_post_extract.fna|GCA_018593715.1.fna_post_extract.fna|GCA_009849315.1.fna_post_extract.fna
13698,0.5,9,19997674,9998837,GCA_018594185.1.fna_post_extract.fna|GCA_018594255.1.fna_post_extract.fna|GCA_018593955.1.fna_post_extract.fna|GCA_009849065.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna|GCA_009850135.1.fna_post_extract.fna|GCA_009849355.1.fna_post_extract.fna|GCA_020423645.1.fna_post_extract.fna|GCA_009848695.1.fna_post_extract.fna
13699,0.5,9,19994195,9997098,GCA_018593915.1.fna_post_extract.fna|GCA_009849315.1.fna_post_extract.fna|GCA_009850145.1.fna_post_extract.fna|GCA_009851925.1.fna_post_extract.fna|GCA_018593965.1.fna_post_extract.fna|GCA_009849185.1.fna_post_extract.fna|GCA_029989465.1.fna_post_extract.fna|GCA_009851785.1.fna_post_extract.fna|GCA_009850225.1.fna_post_extract.fna
13700,0.5,9,20001512,10000756,GCA_018593595.1.fna_post_extract.fna|GCA_020423435.1.fna_post_extract.fna|GCA_009849985.1.fna_post_extract.fna|GCA_009851925.1.fna_post_extract.fna|GCA_018593895.1.fna_post_extract.fna|GCA_009848935.1.fna_post_extract.fna|GCA_018593635.1.fna_post_extract.fna|GCA_009850255.1.fna_post_extract.fna|GCA_009852195.1.fna_post_extract.fna
13701,0.5,9,19996311,9998156,GCA_029855465.1.fna_post_extract.fna|GCA_029855605.1.fna_post_extract.fna|GCA_009848885.1.fna_post_extract.fna|GCA_009850135.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna|GCA_009848775.1.fna_post_extract.fna|GCA_009849545.1.fna_post_extract.fna|GCA_009848965.1.fna_post_extract.fna|GCA_029855625.1.fna_post_extract.fna
13702,0.5,9,19998122,9999061,GCA_029855345.1.fna_post_extract.fna|GCA_018593965.1.fna_post_extract.fna|GCA_016452505.1.fna_post_extract.fna|GCA_009852275.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna|GCA_009849245.1.fna_post_extract.fna|GCA_009851875.1.fna_post_extract.fna|GCA_009850085.1.fna_post_extract.fna|GCA_009849935.1.fna_post_extract.fna
13703,0.5,9,19998496,9999248,GCA_018593715.1.fna_post_extract.fna|GCA_009852345.1.fna_post_extract.fna|GCA_009849425.1.fna_post_extract.fna|GCA_009849355.1.fna_post_extract.fna|GCA_018594125.1.fna_post_extract.fna|GCA_018594015.1.fna_post_extract.fna|GCA_029855885.1.fna_post_extract.fna|GCA_018594095.1.fna_post_extract.fna|GCA_009850205.1.fna_post_extract.fna
13704,0.5,9,20001980,10000990,GCA_018593965.1.fna_post_extract.fna|GCA_029855825.1.fna_post_extract.fna|GCA_009851925.1.fna_post_extract.fna|GCA_018594185.1.fna_post_extract.fna|GCA_009851905.1.fna_post_extract.fna|GCA_029855465.1.fna_post_extract.fna|GCA_009851785.1.fna_post_extract.fna|GCA_018594015.1.fna_post_extract.fna|GCA_029855485.1.fna_post_extract.fna
13705,0.5,9,19999114,9999557,GCA_009850255.1.fna_post_extract.fna|GCA_009848755.1.fna_post_extract.fna|GCA_009851745.1.fna_post_extract.fna|GCA_020423455.1.fna_post_extract.fna|GCA_018594075.1.fna_post_extract.fna|GCA_018593735.1.fna_post_extract.fna|GCA_018593555.1.fna_post_extract.fna|GCA_009850125.1.fna_post_extract.fna|GCA_016453585.1.fna_post_extract.fna
13706,0.5,9,20011386,10005693,GCA_009849005.1.fna_post_extract.fna|GCA_009849355.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna|GCA_009852195.1.fna_post_extract.fna|GCA_009850145.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna|GCA_018594035.1.fna_post_extract.fna|GCA_029855645.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna
13707,0.5,9,20004189,10002094,GCA_018594025.1.fna_post_extract.fna|GCA_009849965.1.fna_post_extract.fna|GCA_018594015.1.fna_post_extract.fna|GCA_009850255.1.fna_post_extract.fna|GCA_009849145.1.fna_post_extract.fna|GCA_009849885.1.fna_post_extract.fna|GCA_009850225.1.fna_post_extract.fna|GCA_018593915.1.fna_post_extract.fna|GCA_018594155.1.fna_post_extract.fna
13708,0.5,9,19999775,9999888,GCA_029855885.1.fna_post_extract.fna|GCA_018594075.1.fna_post_extract.fna|GCA_009852195.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna|GCA_009849185.1.fna_post_extract.fna|GCA_018594015.1.fna_post_extract.fna|GCA_018594035.1.fna_post_extract.fna|GCA_009851785.1.fna_post_extract.fna|GCA_009849015.1.fna_post_extract.fna
13709,0.5,9,20008811,10004406,GCA_009848925.1.fna_post_extract.fna|GCA_009849055.1.fna_post_extract.fna|GCA_009849955.1.fna_post_extract.fna|GCA_029855825.1.fna_post_extract.fna|GCA_018594235.1.fna_post_extract.fna|GCA_016453585.1.fna_post_extract.fna|GCA_029855665.1.fna_post_extract.fna|GCA_009849925.1.fna_post_extract.fna|GCA_009848815.1.fna_post_extract.fna
13710,0.5,9,19995674,9997837,GCA_018593635.1.fna_post_extract.fna|GCA_009851965.1.fna_post_extract.fna|GCA_009848805.1.fna_post_extract.fna|GCA_009849545.1.fna_post_extract.fna|GCA_018593735.1.fna_post_extract.fna|GCA_009848675.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna|GCA_009852095.1.fna_post_extract.fna|GCA_029855485.1.fna_post_extract.fna
13711,0.5,9,19998370,9999185,GCA_009850185.1.fna_post_extract.fna|GCA_018593555.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna|GCA_020423455.1.fna_post_extract.fna|GCA_009851795.1.fna_post_extract.fna|GCA_009851735.1.fna_post_extract.fna|GCA_009849205.1.fna_post_extract.fna|GCA_009849495.1.fna_post_extract.fna|GCA_018594025.1.fna_post_extract.fna
13712,0.5,9,20008809,10004404,GCA_009848675.1.fna_post_extract.fna|GCA_009849055.1.fna_post_extract.fna|GCA_029855605.1.fna_post_extract.fna|GCA_009851795.1.fna_post_extract.fna|GCA_009848965.1.fna_post_extract.fna|GCA_029855465.1.fna_post_extract.fna|GCA_009849425.1.fna_post_extract.fna|GCA_009851785.1.fna_post_extract.fna|GCA_009849495.1.fna_post_extract.fna
13713,0.5,9,20010779,10005390,GCA_009850205.1.fna_post_extract.fna|GCA_029989465.1.fna_post_extract.fna|GCA_009848885.1.fna_post_extract.fna|GCA_020423645.1.fna_post_extract.fna|GCA_009851565.1.fna_post_extract.fna|GCA_009850255.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna|GCA_009852335.1.fna_post_extract.fna|GCA_009848935.1.fna_post_extract.fna
13714,0.5,9,19998298,9999149,GCA_009848745.1.fna_post_extract.fna|GCA_009849105.1.fna_post_extract.fna|GCA_018593415.1.fna_post_extract.fna|GCA_016453425.1.fna_post_extract.fna|GCA_018593735.1.fna_post_extract.fna|GCA_009848775.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna|GCA_009852155.1.fna_post_extract.fna|GCA_009849935.1.fna_post_extract.fna
13715,0.5,9,19994520,9997260,GCA_009851845.1.fna_post_extract.fna|GCA_020423645.1.fna_post_extract.fna|GCA_018593935.1.fna_post_extract.fna|GCA_020423455.1.fna_post_extract.fna|GCA_009851875.1.fna_post_extract.fna|GCA_009850065.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna|GCA_009851565.1.fna_post_extract.fna|GCA_020423475.1.fna_post_extract.fna
13716,0.5,9,19992765,9996382,GCA_009848855.1.fna_post_extract.fna|GCA_018594035.1.fna_post_extract.fna|GCA_009849885.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna|GCA_018593635.1.fna_post_extract.fna|GCA_016453585.1.fna_post_extract.fna|GCA_009851965.1.fna_post_extract.fna|GCA_009852145.1.fna_post_extract.fna|GCA_018593935.1.fna_post_extract.fna
13717,0.5,9,19998617,9999308,GCA_018593935.1.fna_post_extract.fna|GCA_029989465.1.fna_post_extract.fna|GCA_009851795.1.fna_post_extract.fna|GCA_018593955.1.fna_post_extract.fna|GCA_029855845.1.fna_post_extract.fna|GCA_029855605.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna|GCA_009851565.1.fna_post_extract.fna|GCA_009851965.1.fna_post_extract.fna
13718,0.5,9,20002575,10001288,GCA_018593415.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna|GCA_018593675.1.fna_post_extract.fna|GCA_009851875.1.fna_post_extract.fna|GCA_009849005.1.fna_post_extract.fna|GCA_029855465.1.fna_post_extract.fna|GCA_018593735.1.fna_post_extract.fna|GCA_009849965.1.fna_post_extract.fna|GCA_009848755.1.fna_post_extract.fna
13719,0.5,9,19999870,9999935,GCA_009848875.1.fna_post_extract.fna|GCA_009848695.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna|GCA_029855905.1.fna_post_extract.fna|GCA_018593955.1.fna_post_extract.fna|GCA_029855605.1.fna_post_extract.fna|GCA_018594255.1.fna_post_extract.fna|GCA_009850185.1.fna_post_extract.fna|GCA_009848745.1.fna_post_extract.fna
13720,0.5,9,19999525,9999762,GCA_009848965.1.fna_post_extract.fna|GCA_020423455.1.fna_post_extract.fna|GCA_018593555.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna|GCA_029855665.1.fna_post_extract.fna|GCA_009849885.1.fna_post_extract.fna|GCA_009849015.1.fna_post_extract.fna|GCA_009849455.1.fna_post_extract.fna|GCA_009849505.1.fna_post_extract.fna
13721,0.5,9,19998113,9999056,GCA_029855905.1.fna_post_extract.fna|GCA_009849425.1.fna_post_extract.fna|GCA_018593835.1.fna_post_extract.fna|GCA_029855565.1.fna_post_extract.fna|GCA_009849555.1.fna_post_extract.fna|GCA_009848935.1.fna_post_extract.fna|GCA_018594015.1.fna_post_extract.fna|GCA_009849985.1.fna_post_extract.fna|GCA_029855665.1.fna_post_extract.fna
13722,0.5,9,19994702,9997351,GCA_009851975.1.fna_post_extract.fna|GCA_009849935.1.fna_post_extract.fna|GCA_018593955.1.fna_post_extract.fna|GCA_009848695.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna|GCA_009849955.1.fna_post_extract.fna|GCA_009848805.1.fna_post_extract.fna|GCA_018593915.1.fna_post_extract.fna|GCA_009852345.1.fna_post_extract.fna
13723,0.5,9,20000590,10000295,GCA_029855505.1.fna_post_extract.fna|GCA_009848705.1.fna_post_extract.fna|GCA_018593895.1.fna_post_extract.fna|GCA_009849125.1.fna_post_extract.fna|GCA_009852155.1.fna_post_extract.fna|GCA_018593865.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna|GCA_018593955.1.fna_post_extract.fna|GCA_009848745.1.fna_post_extract.fna
